taxon,sample,taxonomic_level,level,family,genus,id,latitude_dd,longitude_dd,type,base,top,age,age_range,ageBin,layer
Attelabus|nitens|(Scop.),COUN000747|3518,species,species,CURCULIONIDAE,Attelabus,3518,44.057777,7.457222,sequences,13481,13255,13368,226,13500,27
Dolichosoma|lineare|(Rossi),COUN001562|7548,species,species,MELYRIDAE,Dolichosoma,7548,44.713333,3.0883334,sequences,13453,13289,13371,164,13500,27
Haliplus|fulvus|(F.),COUN001562|7548,species,species,HALIPLIDAE,Haliplus,7548,44.713333,3.0883334,sequences,13453,13289,13371,164,13500,27
Helophorus|glacialis|Villa,COUN000747|3517,species,species,HYDROPHILIDAE,Helophorus,3517,44.057777,7.457222,sequences,13255,13073,13164,182,13500,27
Helophorus|glacialis|Villa,COUN000747|3518,species,species,HYDROPHILIDAE,Helophorus,3518,44.057777,7.457222,sequences,13481,13255,13368,226,13500,27
Hippodamia|variegata|(Goeze),COUN000747|3518,species,species,COCCINELLIDAE,Hippodamia,3518,44.057777,7.457222,sequences,13481,13255,13368,226,13500,27
Hydrobius|fuscipes|agg.,COUN001562|7548,species,species,HYDROPHILIDAE,Hydrobius,7548,44.713333,3.0883334,sequences,13453,13289,13371,164,13500,27
Hygrotus|inaequalis|(F.),COUN001138|5291,species,species,DYTISCIDAE,Hygrotus,5291,44.78361,6.288611,sequences,13453,13032,13242.5,421,13500,27
Limnebius|truncatellus|(Thun.),COUN001138|5291,species,species,HYDRAENIDAE,Limnebius,5291,44.78361,6.288611,sequences,13453,13032,13242.5,421,13500,27
Macroplea|appendiculata|(Panz.),COUN001562|7548,species,species,CHRYSOMELIDAE,Macroplea,7548,44.713333,3.0883334,sequences,13453,13289,13371,164,13500,27
Normandia|nitens|(P. Müller),COUN001562|7548,species,species,DRYOPIDAE,Normandia,7548,44.713333,3.0883334,sequences,13453,13289,13371,164,13500,27
Olophrum|consimile|(Gyll.),COUN000747|3517,species,species,STAPHYLINIDAE,Olophrum,3517,44.057777,7.457222,sequences,13255,13073,13164,182,13500,27
Oulimnius|tuberculatus|(P. Müller),COUN001562|7548,species,species,DRYOPIDAE,Oulimnius,7548,44.71333,3.088333,sequences,13453,13289,13371,164,13500,27
Agabus|bipustulatus|(L.),COUN000747|3519,species,species,DYTISCIDAE,Agabus,3519,44.057777,7.457222,sequences,13732,13410,13571,322,14000,28
Agabus|bipustulatus|(L.),COUN001138|5290,species,species,DYTISCIDAE,Agabus,5290,44.78361,6.288611,sequences,13896,13405,13650.5,491,14000,28
Aphodius|abdominalis|Bonelli,COUN000747|3519,species,species,SCARABAEIDAE,Aphodius,3519,44.057777,7.457222,sequences,13732,13410,13571,322,14000,28
Aphodius|abdominalis|Bonelli,COUN001138|5290,species,species,SCARABAEIDAE,Aphodius,5290,44.78361,6.288611,sequences,13896,13405,13650.5,491,14000,28
Aphodius|abdominalis|Bonelli,COUN001562|7547,species,species,SCARABAEIDAE,Aphodius,7547,44.713333,3.0883334,sequences,14103,13789,13946,314,14000,28
Bembidion|bipunctatum|(L.),COUN000747|3519,species,species,CARABIDAE,Bembidion,3519,44.057777,7.457222,sequences,13732,13410,13571,322,14000,28
Haliplus|fulvus|(F.),COUN001562|7547,species,species,HALIPLIDAE,Haliplus,7547,44.713333,3.0883334,sequences,14103,13789,13946,314,14000,28
Helophorus|glacialis|Villa,COUN000747|3519,species,species,HYDROPHILIDAE,Helophorus,3519,44.057777,7.457222,sequences,13732,13410,13571,322,14000,28
Helophorus|glacialis|Villa,COUN001562|7547,species,species,HYDROPHILIDAE,Helophorus,7547,44.713333,3.0883334,sequences,14103,13789,13946,314,14000,28
Helophorus|tuberculatus|Gyll.,COUN001138|5290,species,species,HYDROPHILIDAE,Helophorus,5290,44.78361,6.288611,sequences,13896,13405,13650.5,491,14000,28
Limnebius|truncatellus|(Thun.),COUN001138|5290,species,species,HYDRAENIDAE,Limnebius,5290,44.78361,6.288611,sequences,13896,13405,13650.5,491,14000,28
Macroplea|appendiculata|(Panz.),COUN001562|7547,species,species,CHRYSOMELIDAE,Macroplea,7547,44.713333,3.0883334,sequences,14103,13789,13946,314,14000,28
Olophrum|consimile|(Gyll.),COUN000747|3519,species,species,STAPHYLINIDAE,Olophrum,3519,44.057777,7.457222,sequences,13732,13410,13571,322,14000,28
Palaeostigus|ruficornis|(Mots.),COUN000747|3519,species,species,SCYDMAENIDAE,Palaeostigus,3519,44.05778,7.457222,sequences,13732,13410,13571,322,14000,28
Phyllotreta|nigripes|(F.),COUN000747|3519,species,species,CHRYSOMELIDAE,Phyllotreta,3519,44.05778,7.457222,sequences,13732,13410,13571,322,14000,28
Stictotarsus|griseostriatus|(Deg.),COUN001562|7547,species,species,DYTISCIDAE,Stictotarsus,7547,44.71333,3.088333,sequences,14103,13789,13946,314,14000,28
Agabus|bipustulatus|(L.),COUN000747|3520,species,species,DYTISCIDAE,Agabus,3520,44.057777,7.457222,sequences,14644,14327,14485.5,317,14500,29
Anotylus|nitidulus|(Grav.),COUN001534|7411,species,species,STAPHYLINIDAE,Anotylus,7411,44.868195,0.49421,sequences,14384,14023,14203.5,361,14500,29
Anthophagus|alpinus|(Payk.),COUN000747|3520,species,species,STAPHYLINIDAE,Anthophagus,3520,44.057777,7.457222,sequences,14644,14327,14485.5,317,14500,29
Aphodius|abdominalis|Bonelli,COUN001138|5289,species,species,SCARABAEIDAE,Aphodius,5289,44.78361,6.288611,sequences,14555,13952,14253.5,603,14500,29
Bembidion|aeneum|Germ.,COUN001534|7411,species,species,CARABIDAE,Bembidion,7411,44.868195,0.49421,sequences,14384,14023,14203.5,361,14500,29
Bembidion|bipunctatum|(L.),COUN000747|3520,species,species,CARABIDAE,Bembidion,3520,44.057777,7.457222,sequences,14644,14327,14485.5,317,14500,29
Bembidion|guttula|(F.),COUN001534|7411,species,species,CARABIDAE,Bembidion,7411,44.868195,0.49421,sequences,14384,14023,14203.5,361,14500,29
Bembidion|illigeri|Net.,COUN001534|7411,species,species,CARABIDAE,Bembidion,7411,44.868195,0.49421,sequences,14384,14023,14203.5,361,14500,29
Chlaenius|nigricornis|(F.),COUN001534|7411,species,species,CARABIDAE,Chlaenius,7411,44.868195,0.49421,sequences,14384,14023,14203.5,361,14500,29
Colymbetes|striatus|(L.),COUN001534|7402,species,species,DYTISCIDAE,Colymbetes,7402,44.868195,0.49421,sequences,14722,14155,14438.5,567,14500,29
Cryptorhynchus|lapathi|(L.),COUN001534|7411,species,species,CURCULIONIDAE,Cryptorhynchus,7411,44.868195,0.49421,sequences,14384,14023,14203.5,361,14500,29
Eusphalerum|obtusicolle|(Fauvel),COUN000747|3520,species,species,STAPHYLINIDAE,Eusphalerum,3520,44.057777,7.457222,sequences,14644,14327,14485.5,317,14500,29
Gastrophysa|viridula|(Deg.),COUN000747|3520,species,species,CHRYSOMELIDAE,Gastrophysa,3520,44.057777,7.457222,sequences,14644,14327,14485.5,317,14500,29
Gymnusa|variegata|Kies.,COUN001534|7411,species,species,STAPHYLINIDAE,Gymnusa,7411,44.868195,0.49421,sequences,14384,14023,14203.5,361,14500,29
Haliplus|obliquus|(F.),COUN001534|7402,species,species,HALIPLIDAE,Haliplus,7402,44.868195,0.49421,sequences,14722,14155,14438.5,567,14500,29
Helophorus|(small) spp.|,COUN001534|7411,species,species,HYDROPHILIDAE,Helophorus,7411,44.868195,0.49421,sequences,14384,14023,14203.5,361,14500,29
Helophorus|aquaticus|(L.),COUN001534|7402,species,species,HYDROPHILIDAE,Helophorus,7402,44.868195,0.49421,sequences,14722,14155,14438.5,567,14500,29
Helophorus|aquaticus|(L.),COUN001534|7411,species,species,HYDROPHILIDAE,Helophorus,7411,44.868195,0.49421,sequences,14384,14023,14203.5,361,14500,29
Helophorus|glacialis|Villa,COUN000747|3520,species,species,HYDROPHILIDAE,Helophorus,3520,44.057777,7.457222,sequences,14644,14327,14485.5,317,14500,29
Helophorus|grandis|Ill.,COUN001534|7411,species,species,HYDROPHILIDAE,Helophorus,7411,44.868195,0.49421,sequences,14384,14023,14203.5,361,14500,29
Hippodamia|variegata|(Goeze),COUN000747|3520,species,species,COCCINELLIDAE,Hippodamia,3520,44.057777,7.457222,sequences,14644,14327,14485.5,317,14500,29
Hydrobius|fuscipes|agg.,COUN001534|7411,species,species,HYDROPHILIDAE,Hydrobius,7411,44.868195,0.49421,sequences,14384,14023,14203.5,361,14500,29
Leistus|terminatus|(Hellwig),COUN001534|7402,species,species,CARABIDAE,Leistus,7402,44.868195,0.49421,sequences,14722,14155,14438.5,567,14500,29
Leistus|terminatus|(Hellwig),COUN001534|7411,species,species,CARABIDAE,Leistus,7411,44.868195,0.49421,sequences,14384,14023,14203.5,361,14500,29
Lesteva|longoelytrata|(Goeze),COUN001534|7411,species,species,STAPHYLINIDAE,Lesteva,7411,44.868195,0.49421,sequences,14384,14023,14203.5,361,14500,29
Lomechusoides|strumosa|(F.),COUN001534|7411,species,species,STAPHYLINIDAE,Lomechusoides,7411,44.868195,0.49421,sequences,14384,14023,14203.5,361,14500,29
Notaris|aethiops|(F.),COUN001534|7402,species,species,CURCULIONIDAE,Notaris,7402,44.868195,0.49421,sequences,14722,14155,14438.5,567,14500,29
Notaris|aethiops|(F.),COUN001534|7411,species,species,CURCULIONIDAE,Notaris,7411,44.868195,0.49421,sequences,14384,14023,14203.5,361,14500,29
Olophrum|consimile|(Gyll.),COUN000747|3520,species,species,STAPHYLINIDAE,Olophrum,3520,44.057777,7.457222,sequences,14644,14327,14485.5,317,14500,29
Olophrum|fuscum|(Grav.),COUN001534|7411,species,species,STAPHYLINIDAE,Olophrum,7411,44.8682,0.49421,sequences,14384,14023,14203.5,361,14500,29
Omalium|excavatum|Steph.,COUN000747|3520,species,species,STAPHYLINIDAE,Omalium,3520,44.05778,7.457222,sequences,14644,14327,14485.5,317,14500,29
Plateumaris|sericea|(L.),COUN001534|7402,species,species,CHRYSOMELIDAE,Plateumaris,7402,44.8682,0.49421,sequences,14722,14155,14438.5,567,14500,29
Plateumaris|sericea|(L.),COUN001534|7411,species,species,CHRYSOMELIDAE,Plateumaris,7411,44.8682,0.49421,sequences,14384,14023,14203.5,361,14500,29
Platystethus|cornutus|(Grav.),COUN000747|3520,species,species,STAPHYLINIDAE,Platystethus,3520,44.05778,7.457222,sequences,14644,14327,14485.5,317,14500,29
Platystethus|cornutus|(Grav.),COUN001534|7411,species,species,STAPHYLINIDAE,Platystethus,7411,44.8682,0.49421,sequences,14384,14023,14203.5,361,14500,29
Poecilus|cupreus|(L.),COUN001534|7402,species,species,CARABIDAE,Poecilus,7402,44.8682,0.49421,sequences,14722,14155,14438.5,567,14500,29
Poecilus|cupreus|(L.),COUN001534|7411,species,species,CARABIDAE,Poecilus,7411,44.8682,0.49421,sequences,14384,14023,14203.5,361,14500,29
Stictotarsus|griseostriatus|(Deg.),COUN001534|7411,species,species,DYTISCIDAE,Stictotarsus,7411,44.8682,0.49421,sequences,14384,14023,14203.5,361,14500,29
Syntomus|truncatellus|(L.),COUN001534|7411,species,species,CARABIDAE,Syntomus,7411,44.8682,0.49421,sequences,14384,14023,14203.5,361,14500,29
Tachinus|elongatus|Gyll.,COUN000747|3520,species,species,STAPHYLINIDAE,Tachinus,3520,44.05778,7.457222,sequences,14644,14327,14485.5,317,14500,29
Anotylus|nitidulus|(Grav.),COUN001534|7407,species,species,STAPHYLINIDAE,Anotylus,7407,44.868195,0.49421,sequences,14927,14253,14590,674,15000,30
Anotylus|rugosus|(F.),COUN001534|7407,species,species,STAPHYLINIDAE,Anotylus,7407,44.868195,0.49421,sequences,14927,14253,14590,674,15000,30
Aphodius|abdominalis|Bonelli,COUN001138|5288,species,species,SCARABAEIDAE,Aphodius,5288,44.78361,6.288611,sequences,14999,14320,14659.5,679,15000,30
Aphodius|melanostictus|Schmidt.,COUN001534|7407,species,species,SCARABAEIDAE,Aphodius,7407,44.868195,0.49421,sequences,14927,14253,14590,674,15000,30
Bembidion|aeneum|Germ.,COUN001534|7407,species,species,CARABIDAE,Bembidion,7407,44.868195,0.49421,sequences,14927,14253,14590,674,15000,30
Bembidion|guttula|(F.),COUN001534|7407,species,species,CARABIDAE,Bembidion,7407,44.868195,0.49421,sequences,14927,14253,14590,674,15000,30
Bembidion|illigeri|Net.,COUN001534|7407,species,species,CARABIDAE,Bembidion,7407,44.868195,0.49421,sequences,14927,14253,14590,674,15000,30
Chrysomela|collaris|L.,COUN001534|7407,species,species,CHRYSOMELIDAE,Chrysomela,7407,44.868195,0.49421,sequences,14927,14253,14590,674,15000,30
Coccidula|rufa|(Hbst.),COUN001534|7407,species,species,COCCINELLIDAE,Coccidula,7407,44.868195,0.49421,sequences,14927,14253,14590,674,15000,30
Coelambus|impressopunctatus|(Schall.),COUN001534|7407,species,species,DYTISCIDAE,Coelambus,7407,44.868195,0.49421,sequences,14927,14253,14590,674,15000,30
Cymindis|angularis|Gyll.,COUN001534|7407,species,species,CARABIDAE,Cymindis,7407,44.868195,0.49421,sequences,14927,14253,14590,674,15000,30
Dyschirius|globosus|(Hbst.),COUN001534|7407,species,species,CARABIDAE,Dyschirius,7407,44.868195,0.49421,sequences,14927,14253,14590,674,15000,30
Esolus|parallelepipedus|(P. Müller),COUN001534|7407,species,species,DRYOPIDAE,Esolus,7407,44.868195,0.49421,sequences,14927,14253,14590,674,15000,30
Helophorus|aquaticus|(L.),COUN001534|7407,species,species,HYDROPHILIDAE,Helophorus,7407,44.868195,0.49421,sequences,14927,14253,14590,674,15000,30
Helophorus|grandis|Ill.,COUN001534|7407,species,species,HYDROPHILIDAE,Helophorus,7407,44.868195,0.49421,sequences,14927,14253,14590,674,15000,30
Helophorus|nanus|Sturm,COUN001534|7407,species,species,HYDROPHILIDAE,Helophorus,7407,44.868195,0.49421,sequences,14927,14253,14590,674,15000,30
Hydrobius|fuscipes|agg.,COUN001138|5288,species,species,HYDROPHILIDAE,Hydrobius,5288,44.78361,6.288611,sequences,14999,14320,14659.5,679,15000,30
Hydrobius|fuscipes|agg.,COUN001534|7407,species,species,HYDROPHILIDAE,Hydrobius,7407,44.868195,0.49421,sequences,14927,14253,14590,674,15000,30
Hypnoidus|riparius|(F.),COUN001534|7407,species,species,ELATERIDAE,Hypnoidus,7407,44.868195,0.49421,sequences,14927,14253,14590,674,15000,30
Leistus|terminatus|(Hellwig),COUN001534|7407,species,species,CARABIDAE,Leistus,7407,44.868195,0.49421,sequences,14927,14253,14590,674,15000,30
Lesteva|longoelytrata|(Goeze),COUN001534|7407,species,species,STAPHYLINIDAE,Lesteva,7407,44.868195,0.49421,sequences,14927,14253,14590,674,15000,30
Lomechusoides|strumosa|(F.),COUN001534|7407,species,species,STAPHYLINIDAE,Lomechusoides,7407,44.868195,0.49421,sequences,14927,14253,14590,674,15000,30
Notaris|aethiops|(F.),COUN001534|7407,species,species,CURCULIONIDAE,Notaris,7407,44.868195,0.49421,sequences,14927,14253,14590,674,15000,30
Notoxus|monoceros|(L.),COUN001534|7407,species,species,ANTHICIDAE,Notoxus,7407,44.868195,0.49421,sequences,14927,14253,14590,674,15000,30
Olophrum|fuscum|(Grav.),COUN001534|7407,species,species,STAPHYLINIDAE,Olophrum,7407,44.8682,0.49421,sequences,14927,14253,14590,674,15000,30
Ophonus|cordatus|(Duft.),COUN001534|7407,species,species,CARABIDAE,Ophonus,7407,44.8682,0.49421,sequences,14927,14253,14590,674,15000,30
Plagiodera|versicolora|(Laich.),COUN001534|7407,species,species,CHRYSOMELIDAE,Plagiodera,7407,44.8682,0.49421,sequences,14927,14253,14590,674,15000,30
Plateumaris|sericea|(L.),COUN001534|7407,species,species,CHRYSOMELIDAE,Plateumaris,7407,44.8682,0.49421,sequences,14927,14253,14590,674,15000,30
Platystethus|cornutus|(Grav.),COUN001534|7407,species,species,STAPHYLINIDAE,Platystethus,7407,44.8682,0.49421,sequences,14927,14253,14590,674,15000,30
Pterostichus|melanarius|(Ill.),COUN001534|7407,species,species,CARABIDAE,Pterostichus,7407,44.8682,0.49421,sequences,14927,14253,14590,674,15000,30
Simplocaria|semistriata|(F.),COUN001534|7407,species,species,BYRRHIDAE,Simplocaria,7407,44.8682,0.49421,sequences,14927,14253,14590,674,15000,30
Syntomus|truncatellus|(L.),COUN001534|7407,species,species,CARABIDAE,Syntomus,7407,44.8682,0.49421,sequences,14927,14253,14590,674,15000,30
Acidota|crenata|(F.),COUN000747|3521,species,species,STAPHYLINIDAE,Acidota,3521,44.057777,7.457222,sequences,15624,15197,15410.5,427,15500,31
Agabus|arcticus|(Payk.),COUN001534|7398,species,species,DYTISCIDAE,Agabus,7398,44.868195,0.49421,sequences,15293,14924,15108.5,369,15500,31
Agabus|bipustulatus|(L.),COUN000747|3521,species,species,DYTISCIDAE,Agabus,3521,44.057777,7.457222,sequences,15624,15197,15410.5,427,15500,31
Agabus|bipustulatus|(L.),COUN001138|5287,species,species,DYTISCIDAE,Agabus,5287,44.78361,6.288611,sequences,15671,14865,15268,806,15500,31
Anotylus|rugosus|(F.),COUN001534|7398,species,species,STAPHYLINIDAE,Anotylus,7398,44.868195,0.49421,sequences,15293,14924,15108.5,369,15500,31
Anthophagus|bicornis|(Block),COUN001138|5287,species,species,STAPHYLINIDAE,Anthophagus,5287,44.78361,6.288611,sequences,15671,14865,15268,806,15500,31
Aphodius|abdominalis|Bonelli,COUN000747|3521,species,species,SCARABAEIDAE,Aphodius,3521,44.057777,7.457222,sequences,15624,15197,15410.5,427,15500,31
Bembidion|aeneum|Germ.,COUN001534|7398,species,species,CARABIDAE,Bembidion,7398,44.868195,0.49421,sequences,15293,14924,15108.5,369,15500,31
Bembidion|guttula|(F.),COUN001534|7398,species,species,CARABIDAE,Bembidion,7398,44.868195,0.49421,sequences,15293,14924,15108.5,369,15500,31
Bembidion|illigeri|Net.,COUN001534|7398,species,species,CARABIDAE,Bembidion,7398,44.868195,0.49421,sequences,15293,14924,15108.5,369,15500,31
Cicindela|campestris|L.,COUN001534|7398,species,species,CARABIDAE,Cicindela,7398,44.868195,0.49421,sequences,15293,14924,15108.5,369,15500,31
Colymbetes|striatus|(L.),COUN001534|7398,species,species,DYTISCIDAE,Colymbetes,7398,44.868195,0.49421,sequences,15293,14924,15108.5,369,15500,31
Dyschirius|globosus|(Hbst.),COUN001534|7398,species,species,CARABIDAE,Dyschirius,7398,44.868195,0.49421,sequences,15293,14924,15108.5,369,15500,31
Eucnecosum|brachypterum|(Grav.),COUN001534|7398,species,species,STAPHYLINIDAE,Eucnecosum,7398,44.868195,0.49421,sequences,15293,14924,15108.5,369,15500,31
Eucnecosum|brachypterum|(Grav.),COUN001562|7546,species,species,STAPHYLINIDAE,Eucnecosum,7546,44.713333,3.0883334,sequences,15538,15111,15324.5,427,15500,31
Euheptaulacus|carinatus|(Germ.),COUN000747|3521,species,species,SCARABAEIDAE,Euheptaulacus,3521,44.057777,7.457222,sequences,15624,15197,15410.5,427,15500,31
Haliplus|fulvus|(F.),COUN001562|7546,species,species,HALIPLIDAE,Haliplus,7546,44.713333,3.0883334,sequences,15538,15111,15324.5,427,15500,31
Haliplus|obliquus|(F.),COUN001534|7398,species,species,HALIPLIDAE,Haliplus,7398,44.868195,0.49421,sequences,15293,14924,15108.5,369,15500,31
Helophorus|glacialis|Villa,COUN000747|3521,species,species,HYDROPHILIDAE,Helophorus,3521,44.057777,7.457222,sequences,15624,15197,15410.5,427,15500,31
Hippodamia|variegata|(Goeze),COUN000747|3521,species,species,COCCINELLIDAE,Hippodamia,3521,44.057777,7.457222,sequences,15624,15197,15410.5,427,15500,31
Nebrioporus|assimilis|(Payk.),COUN001534|7398,species,species,DYTISCIDAE,Nebrioporus,7398,44.868195,0.49421,sequences,15293,14924,15108.5,369,15500,31
Notiophilus|aesthuanus|Mots.,COUN001562|7546,species,species,CARABIDAE,Notiophilus,7546,44.713333,3.0883334,sequences,15538,15111,15324.5,427,15500,31
Olophrum|consimile|(Gyll.),COUN000747|3521,species,species,STAPHYLINIDAE,Olophrum,3521,44.057777,7.457222,sequences,15624,15197,15410.5,427,15500,31
Otiorhynchus|ovatus|(L.),COUN001534|7398,species,species,CURCULIONIDAE,Otiorhynchus,7398,44.8682,0.49421,sequences,15293,14924,15108.5,369,15500,31
Pityogenes|quadridens|(Hartig),COUN000747|3521,species,species,SCOLYTIDAE,Pityogenes,3521,44.05778,7.457222,sequences,15624,15197,15410.5,427,15500,31
Plateumaris|sericea|(L.),COUN001534|7398,species,species,CHRYSOMELIDAE,Plateumaris,7398,44.8682,0.49421,sequences,15293,14924,15108.5,369,15500,31
Platystethus|cornutus|(Grav.),COUN001534|7398,species,species,STAPHYLINIDAE,Platystethus,7398,44.8682,0.49421,sequences,15293,14924,15108.5,369,15500,31
Selatosomus|melancholicus|(F.),COUN001534|7398,species,species,ELATERIDAE,Selatosomus,7398,44.8682,0.49421,sequences,15293,14924,15108.5,369,15500,31
Tachinus|elongatus|Gyll.,COUN001562|7546,species,species,STAPHYLINIDAE,Tachinus,7546,44.71333,3.088333,sequences,15538,15111,15324.5,427,15500,31
Agabus|bipustulatus|(L.),COUN001138|5286,species,species,DYTISCIDAE,Agabus,5286,44.78361,6.288611,sequences,16129,15230,15679.5,899,16000,32
Bembidion|bipunctatum|(L.),COUN000627|2876,species,species,CARABIDAE,Bembidion,2876,46.52,6.5729,sequences,16329,15230,15779.5,1099,16000,32
Cymindis|vaporariorum|(L.),COUN000627|2876,species,species,CARABIDAE,Cymindis,2876,46.52,6.5729,sequences,16329,15230,15779.5,1099,16000,32
Esolus|parallelepipedus|(P. Müller),COUN001562|7545,species,species,DRYOPIDAE,Esolus,7545,44.713333,3.0883334,sequences,16160,15828,15994,332,16000,32
Helophorus|glacialis|Villa,COUN001562|7545,species,species,HYDROPHILIDAE,Helophorus,7545,44.713333,3.0883334,sequences,16160,15828,15994,332,16000,32
